dense_source_id,dense_dest_id,airline,equipment,price_usd,duration_mins,departure_time,arrival_time,day_change
4375,1717,B7,321,149,110,585,695,0
1593,3432,B9,M82,127,135,1105,1240,0
1593,3432,B9,M82,223,135,675,810,0
1593,1614,B9,M82,171,90,495,585,0
1599,1611,B9,M82,95,65,125,190,0
1599,1611,B9,M82,114,65,1265,1330,0
1599,1602,B9,M82,100,95,745,840,0
1599,3432,B9,M82,252,125,710,835,0
1599,3432,B9,M82,195,125,925,1050,0
1599,3954,B9,M82,161,95,365,460,0
1599,3954,B9,M82,181,95,615,710,0
1599,1630,B9,M82,112,70,955,1025,0
1599,1630,B9,M82,131,70,705,775,0
1599,1630,B9,M82,136,70,605,675,0
1599,1614,B9,M82,287,80,1280,1360,0
1599,1614,B9,M82,130,80,1205,1285,0
1599,1614,B9,M82,157,80,885,965,0
1634,3432,B9,M82,160,90,805,895,0
1616,3432,B9,M82,214,120,70,190,0
1616,3432,B9,M82,184,120,130,250,0
1616,3432,B9,M82,224,120,1020,1140,0
1611,1599,B9,M82,115,65,455,520,0
1611,1599,B9,M82,96,65,580,645,0
1611,1599,B9,M82,92,65,220,285,0
1611,3432,B9,M82,173,100,130,230,0
1611,3432,B9,M82,194,100,755,855,0
1611,3432,B9,M82,201,100,1295,1395,0
1602,1599,B9,M82,187,95,5,100,0
1602,1599,B9,M82,156,95,505,600,0
1602,1630,B9,M82,120,65,1250,1315,0
1602,1630,B9,M82,110,65,1240,1305,0
1607,3432,B9,M82,258,125,395,520,0
1607,3432,B9,M82,146,125,1325,10,1
1607,1614,B9,M82,117,70,295,365,0
3432,1593,B9,M82,123,135,1235,1370,0
3432,1593,B9,M82,252,135,600,735,0
3432,1599,B9,M82,237,125,920,1045,0
3432,1599,B9,M82,210,125,1420,105,1
3432,1599,B9,M82,120,125,515,640,0
3432,1634,B9,M82,152,90,1100,1190,0
3432,1634,B9,M82,104,90,1115,1205,0
3432,1634,B9,M82,166,90,1225,1315,0
3432,1616,B9,M82,219,120,875,995,0
3432,1611,B9,M82,190,100,655,755,0
3432,1607,B9,M82,230,125,1390,75,1
3432,1607,B9,M82,140,125,1020,1145,0
3432,1607,B9,M82,229,125,500,625,0
3432,1612,B9,M82,212,110,620,730,0
3432,1612,B9,M82,201,110,265,375,0
3432,3954,B9,M82,312,85,1125,1210,0
3432,3954,B9,M82,136,85,170,255,0
3432,1630,B9,M82,108,115,1235,1350,0
3432,1632,B9,M82,405,130,35,165,0
3432,1632,B9,M82,243,130,580,710,0
3432,1632,B9,M82,242,130,980,1110,0
3432,1614,B9,M82,307,95,930,1025,0
3432,1614,B9,M82,186,95,275,370,0
3432,1637,B9,M82,153,95,1170,1265,0
3432,1637,B9,M82,310,95,80,175,0
1612,3432,B9,M82,214,110,675,785,0
1612,3432,B9,M82,198,110,285,395,0
1612,3432,B9,M82,181,110,410,520,0
3954,1599,B9,M82,409,95,640,735,0
3954,1599,B9,M82,163,95,1380,35,1
3954,1599,B9,M82,284,95,730,825,0
3954,3432,B9,M82,161,85,645,730,0
3954,3432,B9,M82,142,85,1270,1355,0
1630,1599,B9,M82,114,70,1130,1200,0
1630,1599,B9,M82,132,70,215,285,0
1630,1602,B9,M82,110,65,1405,30,1
1630,3432,B9,M82,106,115,1170,1285,0
1630,1614,B9,M82,145,90,400,490,0
1632,3432,B9,M82,238,130,1405,95,1
1632,3432,B9,M82,499,130,700,830,0
1632,3432,B9,M82,231,130,520,650,0
1632,1614,B9,M82,264,80,1130,1210,0
1632,1614,B9,M82,132,80,420,500,0
1632,1614,B9,M82,127,80,1270,1350,0
1614,1593,B9,M82,156,90,315,405,0
1614,1599,B9,M82,138,80,630,710,0
1614,1599,B9,M82,156,80,250,330,0
1614,1607,B9,M82,81,70,1255,1325,0
1614,3432,B9,M82,343,95,615,710,0
1614,3432,B9,M82,184,95,1070,1165,0
1614,3432,B9,M82,170,95,370,465,0
1614,1630,B9,M82,180,90,1235,1325,0
1614,1632,B9,M82,128,80,270,350,0
1614,1632,B9,M82,85,80,1025,1105,0
1614,1632,B9,M82,147,80,20,100,0
1637,3432,B9,M82,167,95,970,1065,0
500,484,BA,FRJ,118,45,1150,1195,0
500,484,BA,FRJ,68,45,380,425,0
500,515,BA,J31 FRJ,89,65,770,835,0
484,500,BA,FRJ,44,45,460,505,0
484,500,BA,FRJ,35,45,655,700,0
484,500,BA,FRJ,75,45,1180,1225,0
484,578,BA,FRJ,117,80,815,895,0
484,547,BA,FRJ,79,55,885,940,0
484,547,BA,FRJ,79,55,725,780,0
484,547,BA,FRJ,180,55,1400,15,1
484,515,BA,FRJ,105,70,720,790,0
484,515,BA,FRJ,115,70,330,400,0
247,411,BA,777,1709,400,715,1055,0
429,408,BA,S20 E70,149,90,1415,65,1
429,408,BA,S20 E70,154,90,145,235,0
429,408,BA,S20 E70,217,90,1280,1370,0
429,411,BA,321 320 319,155,90,930,1020,0
429,411,BA,321 320 319,131,90,380,470,0
236,411,BA,744,670,425,1030,15,1
813,407,BA,320,386,245,1400,205,1
813,407,BA,320,423,245,755,1000,0
813,407,BA,320,447,245,20,265,0
961,408,BA,E90,511,165,615,720,0
961,408,BA,E90,270,165,1025,1130,0
961,407,BA,319 734 320,312,165,510,615,0
961,411,BA,320,278,165,775,880,0
961,411,BA,320,153,165,290,395,0
2213,411,BA,767,797,460,15,115,0
947,407,BA,319 734,219,145,1030,1115,0
947,407,BA,319 734,240,145,845,930,0
947,407,BA,319 734,141,145,1370,15,1
204,407,BA,734 319,265,160,1220,1320,0
204,407,BA,734 319,239,160,270,370,0
204,407,BA,734 319,305,160,1410,70,1
1639,411,BA,321,629,315,130,325,0
1639,411,BA,321,630,315,1250,5,1
1639,411,BA,321,889,315,650,845,0
463,408,BA,E90 E70,110,65,225,230,0
463,408,BA,E90 E70,154,65,855,860,0
463,407,BA,319 734,106,65,800,805,0
463,411,BA,320 767 319 321,117,70,315,325,0
463,411,BA,320 767 319 321,118,70,160,170,0
2182,407,BA,777,875,530,1380,710,1
2182,407,BA,777,1047,530,1250,580,1
2182,407,BA,777,1805,530,1025,355,1
2182,1310,BA,777,88,95,1225,1320,0
2182,2198,BA,777,75,50,305,355,0
2182,2207,BA,777,166,90,645,735,0
2182,2207,BA,777,128,90,815,905,0
2182,2207,BA,777,130,90,955,1045,0
577,408,BA,E70,277,150,1025,1115,0
577,411,BA,320 321 319 767,279,150,270,360,0
577,411,BA,320 321 319 767,221,150,1215,1305,0
3115,411,BA,320 767,424,220,650,750,0
3115,411,BA,320 767,342,220,735,835,0
2872,2860,BA,UNK,331,130,430,500,0
2872,2860,BA,UNK,226,130,330,400,0
2872,2860,BA,UNK,242,130,630,700,0
2872,411,BA,777 ,1020,545,480,1325,0
2872,411,BA,777 ,949,545,950,355,1
2872,2771,BA,738 ERD,170,110,1260,1370,0
2872,2771,BA,738 ERD,165,110,1160,1270,0
2872,2771,BA,738 ERD,159,110,815,925,0
2872,3015,BA,E75 CR7,202,115,420,475,0
2872,3015,BA,E75 CR7,293,115,445,500,0
2872,3015,BA,E75 CR7,208,115,300,355,0
1646,411,BA,777,784,455,1010,1225,0
1646,411,BA,777,773,455,485,700,0
1646,411,BA,777,857,455,945,1160,0
1646,1655,BA,777,261,70,1340,1410,0
1646,1655,BA,777,61,70,710,780,0
1646,1655,BA,777,70,70,845,915,0
2863,411,BA,788,1199,630,215,1205,0
2863,411,BA,788,1158,630,70,1060,0
1566,5607,BA,777,84,50,0,50,0
1566,411,BA,777,800,420,705,945,0
1566,411,BA,777,798,420,625,865,0
1566,411,BA,777,700,420,880,1120,0
952,2982,BA,763,856,500,875,1015,0
952,2982,BA,763,564,500,610,750,0
952,407,BA,319 734 320,115,125,20,85,0
952,407,BA,319 734 320,179,125,545,610,0
952,407,BA,319 734 320,210,125,1000,1065,0
952,411,BA,320 319 321 767,223,125,800,865,0
952,411,BA,320 319 321 767,194,125,790,855,0
952,2771,BA,763,1038,605,55,300,0
952,2771,BA,763,1227,605,805,1050,0
3224,407,BA,777,909,455,685,1380,0
1644,411,BA,321,1025,300,135,315,0
1644,411,BA,321,513,300,730,910,0
1644,411,BA,321,512,300,1025,1205,0
2183,407,BA,777,607,545,1225,570,1
2183,407,BA,777,630,545,265,1050,0
2183,407,BA,777,936,545,930,275,1
507,485,BA,J31,132,80,1015,1095,0
507,411,BA,319,210,120,525,585,0
507,411,BA,319,188,120,1045,1105,0
382,411,BA,319,121,80,305,385,0
3067,3106,BA,320 319,140,85,1290,1375,0
3067,3106,BA,320 319,315,85,1400,45,1
3067,2433,BA,320,151,90,895,985,0
3067,411,BA,777,813,760,555,895,0
485,507,BA,J31,77,80,1215,1295,0
485,507,BA,J31,144,80,125,205,0
485,281,BA,FRJ J31,157,85,170,255,0
485,281,BA,FRJ J31,153,85,1415,60,1
485,302,BA,J31,123,80,180,260,0
485,302,BA,J31,114,80,485,565,0
485,302,BA,J31,294,80,1055,1135,0
485,408,BA,D38,179,95,105,140,0
485,408,BA,D38,90,95,1380,1415,0
485,408,BA,D38,148,95,85,120,0
485,388,BA,FRJ,136,100,1095,1135,0
485,303,BA,FRJ,410,105,565,670,0
485,303,BA,FRJ,165,105,600,705,0
485,303,BA,FRJ,191,105,375,480,0
485,515,BA,FRJ,139,75,395,470,0
485,515,BA,FRJ,252,75,675,750,0
485,515,BA,FRJ,137,75,425,500,0
485,1255,BA,FRJ,97,110,1085,1195,0
485,1255,BA,FRJ,173,110,840,950,0
485,1255,BA,FRJ,173,110,1235,1345,0
1161,411,BA,319 320,184,125,25,90,0
2398,411,BA,777,1299,645,250,565,0
578,484,BA,FRJ,113,80,1325,1405,0
578,484,BA,FRJ,144,80,405,485,0
578,484,BA,FRJ,131,80,65,145,0
2537,2539,BA,333,229,145,280,425,0
2537,2539,BA,333,277,145,500,645,0
2537,2539,BA,333,276,145,770,915,0
984,407,BA,734 319,163,95,515,550,0
2291,411,BA,777,1048,580,1360,170,1
2651,411,BA,777 744,695,435,1165,460,1
2651,411,BA,777 744,732,435,735,30,1
2651,960,BA,333,886,450,390,1200,0
1132,407,BA,734,301,170,1270,1380,0
1132,407,BA,734,644,170,835,945,0
281,485,BA,FRJ J31,142,85,1185,1270,0
281,485,BA,FRJ J31,74,85,730,815,0
281,485,BA,FRJ J31,120,85,715,800,0
281,411,BA,319 320 321,111,65,140,145,0
281,411,BA,319 320 321,104,65,305,310,0
281,411,BA,319 320 321,114,65,530,535,0
1084,411,BA,319 320 321,142,95,885,920,0
1084,411,BA,319 320 321,163,95,1420,15,1
1084,411,BA,319 320 321,243,95,1315,1350,0
1129,411,BA,320,286,150,1300,1390,0
1129,411,BA,320,486,150,860,950,0
1129,411,BA,320,238,150,1435,85,1
3032,411,BA,767,1271,480,1175,515,1
3032,411,BA,767,894,480,1050,390,1
3032,411,BA,767,561,480,995,335,1
877,411,BA,767,572,305,760,945,0
1055,2860,BA,763 777,1251,635,470,685,0
1055,2860,BA,763 777,661,635,1005,1220,0
1055,2860,BA,763 777,1133,635,1190,1405,0
1055,2982,BA,763 757,746,480,70,190,0
1055,411,BA,319 320 321,92,65,450,455,0
1055,2771,BA,763,730,595,410,645,0
1055,2771,BA,763,1131,595,280,515,0
1055,3015,BA,763,2307,540,105,225,0
1055,3015,BA,763,1002,540,1300,1420,0
301,308,BA,73G 738 320 319,130,75,785,860,0
301,308,BA,73G 738 320 319,286,75,250,325,0
301,308,BA,73G 738 320 319,67,75,10,85,0
2317,2419,BA,777,158,100,15,85,0
2317,2419,BA,777,170,100,310,380,0
2539,2537,BA,333,164,145,1435,140,1
2539,2537,BA,333,277,145,1125,1270,0
2539,2537,BA,333,491,145,625,770,0
2539,2358,BA,333,886,460,1390,290,1
2539,2358,BA,333,1382,460,190,530,0
2539,2358,BA,333,888,460,1120,20,1
3106,3067,BA,320 319,141,85,900,985,0
3106,3067,BA,320 319,258,85,190,275,0
3106,3067,BA,320 319,317,85,1040,1125,0
486,411,BA,321 320 319,186,115,375,430,0
486,411,BA,321 320 319,213,115,430,485,0
605,606,BA,734 733,248,135,375,510,0
605,613,BA,734 738 733,233,135,415,550,0
605,613,BA,734 738 733,258,135,1390,85,1
605,411,BA,744 777,1286,765,355,1000,0
605,411,BA,744 777,2868,765,1285,490,1
605,627,BA,733,218,90,540,630,0
605,627,BA,733,89,90,550,640,0
1139,407,BA,734 319,208,185,300,425,0
1139,407,BA,734 319,349,185,1310,1435,0
2604,411,BA,777 788,1065,665,1265,10,1
2604,411,BA,777 788,1321,665,770,955,0
1393,407,BA,777,1298,640,1270,770,1
1393,407,BA,777,1047,640,30,970,0
939,407,BA,734 319,244,165,525,630,0
939,407,BA,734 319,279,165,155,260,0
2370,411,BA,777,1831,545,545,760,0
2939,411,BA,777,964,600,1075,655,1
2939,411,BA,777,966,600,360,1380,0
2860,2872,BA,M80 M83,196,130,1010,1200,0
2860,1055,BA,763 777,1208,635,1435,1050,1
2860,1055,BA,763 777,966,635,505,120,1
2860,297,BA,777,2777,660,1185,825,1
2860,411,BA,744,1221,610,210,1180,0
2860,411,BA,744,1186,610,255,1225,0
2860,960,BA,777,1199,640,230,1290,0
2860,960,BA,777,1208,640,715,335,1
2860,1368,BA,M80 M83,283,155,725,880,0
2860,1365,BA,ER4,450,155,10,165,0
2860,1365,BA,ER4,246,155,930,1085,0
2860,3044,BA,M83 M80,172,95,795,890,0
3191,411,BA,767 321 744,393,230,200,250,0
3191,411,BA,767 321 744,752,230,160,210,0
3191,411,BA,767 321 744,226,230,1285,1335,0
5607,1566,BA,777,77,50,1145,1195,0
478,2982,BA,757,757,425,470,595,0
478,2982,BA,757,828,425,870,995,0
478,2982,BA,757,1213,425,845,970,0
478,411,BA,319,107,75,415,490,0
478,411,BA,319,121,75,710,785,0
478,411,BA,319,281,75,1255,1330,0
478,3015,BA,763,972,480,545,665,0
478,3015,BA,763,791,480,750,870,0
478,3015,BA,763,905,480,1295,1415,0
606,605,BA,734 733,236,135,15,150,0
606,605,BA,734 733,218,135,965,1100,0
606,605,BA,734 733,129,135,1025,1160,0
606,613,BA,734 733,106,75,40,115,0
606,613,BA,734 733,116,75,1395,30,1
606,613,BA,734 733,107,75,300,375,0
606,627,BA,733,242,95,1305,1400,0
606,627,BA,733,151,95,260,355,0
302,485,BA,J31,113,80,265,345,0
302,485,BA,J31,131,80,115,195,0
302,485,BA,J31,121,80,1305,1385,0
302,408,BA,AR8 E70,58,75,1165,1180,0
302,408,BA,AR8 E70,127,75,220,235,0
302,411,BA,319 320,106,80,115,135,0
302,3015,BA,763,1062,550,445,575,0
1649,411,BA,744 777,677,450,725,935,0
1649,411,BA,744 777,734,450,240,450,0
927,411,BA,767,1007,525,1370,275,1
927,411,BA,767,819,525,485,830,0
432,408,BA,E90 E70,125,80,1370,10,1
432,407,BA,734 319,128,85,1210,1295,0
432,407,BA,734 319,140,85,210,295,0
432,411,BA,767 320 319 321,112,80,1270,1350,0
432,411,BA,767 320 319 321,116,80,105,185,0
2695,411,BA,777 788,829,455,150,905,0
2695,411,BA,777 788,1794,455,205,960,0
2695,1057,BA,752,801,480,1215,615,1
3153,411,BA,777,1790,875,440,55,1
3153,411,BA,777,3364,875,1010,625,1
1216,407,BA,319 734 320,302,165,470,635,0
1216,407,BA,319 734 320,274,165,525,690,0
1216,407,BA,319 734 320,297,165,1135,1300,0
1216,411,BA,320,288,170,475,645,0
1216,411,BA,320,243,170,915,1085,0
1173,2982,BA,763,1040,555,280,475,0
1173,2982,BA,763,1032,555,200,395,0
1173,2982,BA,763,561,555,1110,1305,0
1173,407,BA,734 320 319,218,145,605,690,0
1173,411,BA,321 767 320 319,216,150,255,345,0
1173,411,BA,321 767 320 319,240,150,10,100,0
1173,411,BA,321 767 320 319,460,150,1145,1235,0
1173,3015,BA,763,1655,620,230,430,0
1173,3015,BA,763,1260,620,1085,1285,0
1178,408,BA,E70 E90,206,130,820,890,0
817,411,BA,767,751,410,35,445,0
817,411,BA,767,687,410,980,1390,0
817,819,BA,767,107,70,90,160,0
817,819,BA,767,97,70,875,945,0
297,2872,BA,UNK,992,595,725,960,0
297,2872,BA,UNK,1715,595,620,855,0
297,2860,BA,777,1162,660,1230,30,1
297,408,BA,E70 E90 AR8,146,85,765,790,0
297,408,BA,E70 E90 AR8,71,85,400,425,0
297,408,BA,E70 E90 AR8,88,85,1310,1335,0
297,411,BA,320 767 319,144,90,690,720,0
1452,1473,BA,767,353,95,1365,20,1
1452,1473,BA,767,174,95,815,910,0
1293,411,BA,320,456,170,1175,1285,0
1293,411,BA,320,470,170,600,710,0
1924,411,BA,777,1478,735,1110,585,1
1924,411,BA,777,744,735,380,1295,0
431,408,BA,E90 E70,118,85,560,645,0
431,407,BA,734 319,69,85,355,440,0
431,407,BA,734 319,269,85,725,810,0
431,411,BA,319 321 320 767,147,80,1210,1290,0
431,411,BA,319 321 320 767,111,80,1185,1265,0
431,411,BA,319 321 320 767,119,80,765,845,0
2189,2200,BA,777,83,55,1425,40,1
2189,2200,BA,777,79,55,1350,1405,0
2189,2200,BA,777,172,55,1180,1235,0
1155,407,BA,320 319 734,215,115,615,670,0
1155,407,BA,320 319 734,173,115,1180,1235,0
547,484,BA,FRJ,74,55,820,875,0
547,484,BA,FRJ,70,55,975,1030,0
547,484,BA,FRJ,80,55,190,245,0
547,411,BA,320 321 319,196,120,1360,1420,0
547,388,BA,FRJ,213,115,925,980,0
1927,411,BA,744,2664,750,1255,745,1
1927,411,BA,744,1204,750,1040,530,1
1927,411,BA,744,1359,750,1045,535,1
956,408,BA,E90,271,160,230,330,0
956,408,BA,E90,234,160,1290,1390,0
1315,1423,BA,343,72,55,985,1040,0
1249,411,BA,320 319 321,166,95,1090,1125,0
2224,411,BA,321,576,340,1025,1125,0
309,411,BA,319,88,95,90,125,0
309,411,BA,319,159,95,715,750,0
299,411,BA,320 319 321,147,95,675,710,0
299,411,BA,320 319 321,169,95,630,665,0
351,2982,BA,333,1721,535,1435,110,1
351,2982,BA,333,2255,535,630,745,0
351,411,BA,320,319,180,1400,20,1
351,411,BA,320,301,180,1110,1170,0
351,411,BA,320,277,180,1400,20,1
351,388,BA,E90,312,175,735,790,0
351,388,BA,E90,190,175,1280,1335,0
351,3131,BA,E70,146,85,245,330,0
351,3131,BA,E70,235,85,460,545,0
351,543,BA,E90,390,110,1120,1170,0
351,543,BA,E90,186,110,220,270,0
351,543,BA,E90,174,110,195,245,0
2358,2539,BA,333,896,460,1230,370,1
2358,2539,BA,333,752,460,955,95,1
2358,411,BA,388 777,1551,760,215,495,0
2358,411,BA,388 777,1370,760,645,925,0
2433,3067,BA,320,131,90,1280,1370,0
1778,411,BA,777,1550,760,730,950,0
1778,411,BA,777,1238,760,930,1150,0
768,613,BA,734 733,422,110,1040,1150,0
2902,411,BA,744 777,800,485,630,1415,0
2747,411,BA,744 777,1035,620,250,1230,0
2747,411,BA,744 777,946,620,1020,560,1
957,408,BA,E70 E90,446,145,140,225,0
957,411,BA,319 320,228,145,295,380,0
3105,411,BA,777,1238,705,130,295,0
3105,411,BA,777,1274,705,985,1150,0
3105,411,BA,777,1422,705,740,905,0
422,408,BA,S20,118,70,200,270,0
422,408,BA,S20,114,70,1220,1290,0
1272,411,BA,320 767,242,230,1320,1370,0
1578,411,BA,777,596,395,880,1095,0
1578,411,BA,777,602,395,1280,55,1
1578,411,BA,777,684,395,1120,1335,0
404,407,BA,319 734,79,60,60,120,0
2982,952,BA,763,853,500,395,1255,0
2982,952,BA,763,993,500,955,375,1
2982,1055,BA,763 757,788,480,590,1430,0
2982,1055,BA,763 757,1912,480,315,1155,0
2982,478,BA,757,1718,425,570,1295,0
2982,478,BA,757,754,425,440,1165,0
2982,1173,BA,763,2350,555,665,140,1
2982,1173,BA,763,1123,555,1320,795,1
2982,1173,BA,763,922,555,1025,500,1
2982,351,BA,333,970,535,510,25,1
2982,408,BA,318,735,460,65,825,0
2982,408,BA,318,883,460,1070,390,1
2982,411,BA,777 744,831,455,765,80,1
2982,960,BA,333 757 346,748,470,730,120,1
2982,960,BA,333 757 346,816,470,740,130,1
2982,388,BA,757,893,440,1060,360,1
2982,1151,BA,763,1037,520,400,1280,0
2982,1151,BA,763,913,520,375,1255,0
2982,1057,BA,752,1419,480,745,145,1
2982,1057,BA,752,953,480,1420,820,1
2982,1057,BA,752,959,480,620,20,1
1115,411,BA,320,351,230,410,520,0
1115,411,BA,320,434,230,640,750,0
1115,411,BA,320,340,230,175,285,0
613,605,BA,738 734 733,245,135,355,490,0
613,605,BA,738 734 733,155,135,150,285,0
613,606,BA,733 734,123,75,125,200,0
613,606,BA,733 734,130,75,675,750,0
613,606,BA,733 734,109,75,255,330,0
613,768,BA,734 733,157,110,510,620,0
613,411,BA,388 744,1352,720,730,1330,0
613,411,BA,388 744,1150,720,990,150,1
613,411,BA,388 744,1112,720,970,130,1
613,680,BA,734,169,110,65,175,0
613,667,BA,733,440,270,195,585,0
613,667,BA,733,507,270,150,540,0
613,667,BA,733,322,270,1110,60,1
613,627,BA,734 733,392,110,215,325,0
613,627,BA,734 733,273,110,25,135,0
613,627,BA,734 733,198,110,775,885,0
613,767,BA,734,384,110,620,730,0
613,3255,BA,738 734,207,125,805,870,0
613,3255,BA,738 734,223,125,1195,1260,0
613,3255,BA,738 734,200,125,605,670,0
1124,411,BA,320,1005,240,625,745,0
2239,411,BA,320,352,205,1170,1255,0
1326,407,BA,777,1113,605,875,340,1
1643,411,BA,744,657,390,390,600,0
723,411,BA,777,913,555,435,930,0
723,411,BA,777,2108,555,1395,450,1
723,411,BA,777,905,555,395,890,0
3060,407,BA,777,1242,670,670,380,1
3060,411,BA,744,1250,670,800,510,1
3060,411,BA,744,1039,670,720,430,1
3060,411,BA,744,1987,670,480,190,1
2686,411,BA,744 388,2525,695,1235,970,1
2686,960,BA,346 343,1264,745,375,220,1
2686,960,BA,346 343,1234,745,395,240,1
419,411,BA,319,101,60,1325,1385,0
419,411,BA,319,100,60,900,960,0
419,411,BA,319,93,60,160,220,0
936,407,BA,320,866,285,440,605,0
936,411,BA,767,525,285,785,950,0
936,411,BA,767,491,285,1070,1235,0
408,429,BA,E70 S20,124,90,200,290,0
408,961,BA,E90,321,165,1295,80,1
408,463,BA,E90 E70,55,65,1375,60,1
408,463,BA,E90 E70,93,65,250,375,0
408,577,BA,E70,157,150,640,850,0
408,485,BA,D38,144,95,365,520,0
408,485,BA,D38,137,95,1025,1180,0
408,302,BA,AR8 E70,69,75,1410,105,1
408,432,BA,E90 E70,109,80,1200,1280,0
408,432,BA,E90 E70,128,80,695,775,0
408,432,BA,E90 E70,66,80,850,930,0
408,1178,BA,E70 E90,187,130,905,1095,0
408,1178,BA,E70 E90,200,130,1030,1220,0
408,297,BA,E70 E90 AR8,147,85,1265,1410,0
408,431,BA,E90 E70,311,85,500,585,0
408,956,BA,E90,309,160,1140,1360,0
408,956,BA,E90,190,160,135,355,0
408,957,BA,E70 E90,237,145,215,420,0
408,957,BA,E70 E90,274,145,1385,150,1
408,422,BA,S20,109,70,425,495,0
408,960,BA,E90,235,135,1235,1430,0
408,962,BA,E90,252,140,440,640,0
408,1035,BA,E70 E90,173,115,1035,1210,0
408,1035,BA,E70 E90,211,115,170,345,0
408,1035,BA,E70 E90,169,115,1145,1320,0
408,3163,BA,E90,221,140,615,815,0
408,3163,BA,E90,222,140,1005,1205,0
408,3163,BA,E90,247,140,200,400,0
408,471,BA,S20,82,65,780,905,0
408,471,BA,S20,81,65,1350,35,1
408,1170,BA,E90 E70,216,125,260,445,0
408,1255,BA,E90 E70,369,95,1385,100,1
2246,411,BA,321,365,200,1030,1050,0
2246,411,BA,321,298,200,945,965,0
407,813,BA,320,217,245,920,1165,0
407,813,BA,320,478,245,695,940,0
407,961,BA,319 734 320,305,165,1125,1350,0
407,947,BA,319 734,584,145,565,770,0
407,947,BA,319 734,243,145,375,580,0
407,204,BA,734 319,247,160,510,730,0
407,204,BA,734 319,298,160,395,615,0
407,463,BA,319 734,102,65,965,1090,0
407,463,BA,319 734,97,65,1325,10,1
407,2182,BA,777,846,530,760,1050,0
407,2182,BA,777,1072,530,95,385,0
407,2182,BA,777,1712,530,575,865,0
407,952,BA,319 734 320,329,125,485,670,0
407,952,BA,319 734 320,207,125,615,800,0
407,952,BA,319 734 320,176,125,100,285,0
407,3224,BA,777,556,455,410,625,0
407,2183,BA,777,909,545,1225,90,1
407,2183,BA,777,1004,545,515,820,0
407,2183,BA,777,622,545,235,540,0
407,984,BA,734 319,87,95,320,475,0
407,984,BA,734 319,128,95,285,440,0
407,984,BA,734 319,126,95,930,1085,0
407,1132,BA,734,540,170,600,830,0
407,1139,BA,734 319,271,185,150,395,0
407,1139,BA,734 319,270,185,815,1060,0
407,1393,BA,777,1201,640,560,900,0
407,1393,BA,777,990,640,1325,225,1
407,939,BA,734 319,298,165,530,755,0
407,432,BA,734 319,141,85,60,145,0
407,432,BA,734 319,133,85,265,350,0
407,1216,BA,319 734 320,250,165,95,260,0
407,1173,BA,734 320 319,415,145,310,515,0
407,431,BA,734 319,117,85,1365,10,1
407,431,BA,734 319,151,85,460,545,0
407,1155,BA,320 319 734,172,115,805,980,0
407,1155,BA,320 319 734,103,115,1245,1420,0
407,404,BA,734 319,80,60,465,525,0
407,1326,BA,777,969,605,1295,160,1
407,1326,BA,777,1018,605,1235,100,1
407,3060,BA,777,1115,670,1320,70,1
407,3060,BA,777,1244,670,185,375,0
407,936,BA,320,476,285,1120,85,1
407,936,BA,320,540,285,420,825,0
407,3061,BA,777,2109,565,60,325,0
407,3061,BA,777,689,565,780,1045,0
407,1203,BA,319 734,371,195,535,790,0
407,2419,BA,777,1023,680,685,225,1
407,667,BA,777,1499,770,365,1375,0
407,667,BA,777,2256,770,535,105,1
407,667,BA,777,1322,770,390,1400,0
407,1176,BA,320 734 319,441,160,805,1025,0
407,1035,BA,320 734 319,215,115,650,825,0
407,389,BA,DH4,93,65,405,470,0
407,389,BA,DH4,51,65,770,835,0
407,389,BA,DH4,98,65,305,370,0
407,1149,BA,737,235,140,65,265,0
407,1149,BA,737,258,140,500,700,0
407,1149,BA,737,251,140,75,275,0
407,937,BA,319,532,280,390,790,0
407,937,BA,319,481,280,40,440,0
407,937,BA,319,500,280,440,840,0
407,1177,BA,734 319,195,125,455,640,0
407,1177,BA,734 319,182,125,460,645,0
407,829,BA,734 319 320,184,210,725,935,0
407,829,BA,734 319 320,350,210,735,945,0
407,829,BA,734 319 320,410,210,1260,30,1
407,1127,BA,734,185,200,1380,260,1
407,1127,BA,734,176,200,515,835,0
407,1127,BA,734,225,200,635,955,0
407,1207,BA,734,164,115,765,940,0
407,814,BA,320,412,260,490,750,0
407,814,BA,320,454,260,340,600,0
407,814,BA,320,388,260,415,675,0
407,929,BA,734,323,180,810,1050,0
407,2838,BA,777,1157,575,1275,110,1
407,2838,BA,777,1080,575,45,320,0
407,1153,BA,319 320 734,372,105,1065,1230,0
407,1153,BA,319 320 734,196,105,290,455,0
407,1153,BA,319 320 734,161,105,1025,1190,0
407,2200,BA,777,940,550,1355,225,1
407,2200,BA,777,925,550,85,395,0
407,2200,BA,777,842,550,425,735,0
407,1170,BA,734 319 320,178,125,1340,85,1
407,1169,BA,734 319 320,107,120,225,405,0
407,1169,BA,734 319 320,189,120,930,1110,0
411,247,BA,777,689,400,925,1385,0
411,247,BA,777,1740,400,120,580,0
411,429,BA,320 319 321,142,90,45,135,0
411,429,BA,320 319 321,146,90,665,755,0
411,236,BA,744,671,425,390,815,0
411,236,BA,744,762,425,235,660,0
411,961,BA,320,250,165,495,720,0
411,961,BA,320,288,165,415,640,0
411,961,BA,320,273,165,535,760,0
411,2213,BA,767,709,460,1060,440,1
411,1639,BA,321,580,315,1195,190,1
411,463,BA,767 320 319 321,105,70,20,150,0
